Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict
49;USER Hasil revolusi mental kenapa jadi pada cacat mental... Optimis 2019 ganti presiden.';1;1;1;0;0;0;1;0;0;1;0;0;user hasil revolusi mental kenapa jadi pada cacat mental optimis ganti presiden ;1;0;0;0;0;0;0;0;1;0;0;0
53;Kejar setoran ke cina sebelum pak Djarot lengser. Rezim jongos cina sangat membahayakan bangsa & negara, hukum, UU dan Konstitusi dilabrak;1;1;1;0;0;1;0;0;0;1;0;0;kejar setoran ke cina sebelum pak djarot lengser rezim jongos cina sangat membahayakan bangsa negara hukum undang undang dan konstitusi dilabrak;1;0;0;0;0;1;0;0;0;0;0;0
61;Fuck you, i'd raid for giratina three times, but i didn't get anyhing anjing kau bangsat,,,,;1;1;1;0;0;0;0;0;1;1;0;0;fuck you i di raid for giratina three times but i did not get anything anjing kamu bangsat ;1;1;0;0;0;0;0;0;1;0;0;0
64;USER USER USER Segitu gentarnya dia takut terhadap Kafir...\xf0\x9f\x98\x81';0;0;0;0;0;0;0;0;0;0;0;0;user user user sebegitu gentarnya dia takut terhadap kafir ;1;1;0;0;0;0;0;0;0;0;0;0
66;And who was the Prime Minister at that time? Surprise, surprise.....  One can only guess.... And who is the acting education Minister nowadays?..... Atok Munafik Laknatullah. During Najib, this was not even a problem.;1;0;1;0;0;0;0;0;1;1;0;0;and who was the prime minister at that time surprise surprise one can only guess and who is the acting education minister nowadays atok munafik laknatullah during najib this was not even a problem ;0;0;0;0;0;0;0;0;0;0;0;0
67;"Kemacetan makin menggila. ; Karena pertumbuhan mobilmotor 8X dari pertumbuhan jalan. ; Ganti presidenpun tak akan bisa kurangi kemacetan ini.; Tapi dg ganti presiden minimal bisa mengurangi kemacetan yg lain. ; Jadi? Tetap #2019GantiPresiden";1;0;1;0;0;0;0;0;1;1;0;0;kemacetan semakin menggila karena pertumbuhan mobil motor x dari pertumbuhan jalan ganti presidenpun tidak akan bisa kurangi kemacetan ini tapi dengan ganti presiden minimal bisa mengurangi kemacetan  lain jadi tetap ganti presiden;1;0;0;0;0;0;0;0;1;0;0;0
72;USER ada. temen kerja. mirip kang daniel BRENGSEK\n\ntrus temen sekolah dulu, mirip jongin BRENGSEK (2)\n\nada lg temen deket gw, mirip seokjin BRENGSEK (3)\n\nintinya temen gw brengsek semua';1;1;1;0;0;0;0;0;1;1;0;0;user ada teman kerja mirip kakak daniel berengsek terus teman sekolah dulu mirip jongin berengsek ada lagi teman dekat aku mirip seok jin berengsek intinya teman aku berengsek semua ;0;1;0;0;0;0;0;0;0;0;0;0
73;USER Jempolnya kelebihan bacot';0;1;0;0;0;0;0;0;0;0;0;0;user jempolnya kelebihan bacot ;1;1;1;0;0;0;0;0;1;1;0;0
77;USER Sumpah ga lucu bgt jadiin autis bahan bercandaan';0;0;0;0;0;0;0;0;0;0;0;0;user sumpah tidak lucu banget jadikan autis bahan bercandaan ;0;1;0;0;0;0;0;0;0;0;0;0
88;"USER Hoax...; Kodok...; Biawak....; meroket...; sekop...; Bangsat...; Karbitan...; Munafik...; ; #2019GantiPresiden; #2019PresidenBaru; ; #2019TenggelamkanJokowiKesungaiSiak";1;1;0;1;0;1;0;0;0;0;1;0;user hoaks kodok biawak meroket sekop bangsat karbitan munafik ganti presiden presiden baru tenggelamkan jokowi ke sungai siak;1;1;1;0;0;0;0;0;1;0;0;0
92;RT USER: Tuh kayak fist travel sm abu tour yg gelapin uang jamaah umroh\nNah itu jelas2 melecehkan napa kamu diem aja?\nIni orang\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0;rt user itu kayak fist travel sama abu tour  gelapi duit jamaah umrah  itu jelas jelas melecehkan kenapa kamu diam saja ini orang ;1;1;1;0;0;0;0;0;0;0;0;0
96;"i just dont fucking undestand with these fucking bantek players
MAIN KEK ANJING, SLAM STEER SEENAK JIDAT LO, LO PENCET AJA TERUS ITU VIEW BUTTON AMPE HANCUR GOBLOK  pic.twitter.com/gCaOODhdbA";1;1;0;1;0;0;0;0;1;0;1;0;i just do not fuck undestand dengan these fuck bantek players main seperti anjing salam steer seenak jidat kamu kamu pencet saja terus itu view button sampai hancur goblok ;0;1;0;0;0;0;0;0;0;0;0;0
97;USER Nyatanya rakyat makin susah menteri perek daya beli hancur USER setan iblis tukang tipu';1;1;1;0;0;0;0;0;1;1;0;0;user nyatanya rakyat semakin susah menteri perek daya beli hancur user setan iblis tukang tipu ;1;1;0;0;0;0;0;0;1;0;0;0
99;BANGSAT BANGET HE KNOW HE THICC HE KNOW HE THE AMERICA'S ASS THE FUCK DKENLEBEKEB  pic.twitter.com/TdgAZGS0fD,,,,;1;1;1;0;0;0;0;0;1;1;0;0;bangsat banget he know he thicc he know he the america ass the fuck dkenlebekeb ;0;1;0;0;0;0;0;0;0;0;0;0
100;Puisi kampungan! Sudahlah bodoh ilmu dunia, bodoh pula ilmu agamanya. Innalillahi';1;1;1;0;1;0;0;0;0;1;0;0;puisi kampungan sudahlah bodoh ilmu dunia bodoh pula ilmu agamanya innalillahi ;0;1;0;0;0;0;0;0;0;0;0;0
101;USER USER Bukannya malu kok malah ketawa. Dasar idiot';1;1;1;0;0;0;1;0;0;1;0;0;user user bukannya malu  malah tertawa dasar idiot ;1;1;1;0;0;0;0;0;0;1;0;0
103;Blokir CINA? - Telegram diblokir krn jokowi tuduh digunakan teroris. Sabu asal Cina. Apa Cina kita usir saja sesuai dgn cara berpikir rezim?;1;0;0;1;0;1;0;0;0;0;1;0;blokir cina telegram diblokir karena jokowi tuduh digunakan teroris sabu asal cina apa cina kita usir saja sesuai dengan cara berpikir rezim ;1;0;0;1;0;1;0;0;0;0;0;0
108;USER USER USER USER USER USER USER Sampah;1;1;1;0;0;0;0;0;1;1;0;0;user user user user user user user sampah;0;0;0;0;0;0;0;0;0;0;0;0
109;Ahok cari - cari celah untuk serang para saksi DramaAhokDikriminalisasi penjarakan ahok;1;0;1;0;0;0;0;0;1;0;0;1;ahok cari cari celah untuk serang para saksi drama ahok dikriminalisasi penjarakan ahok;1;0;1;0;0;0;0;0;1;0;0;0
115;"Repost USER + Dari Jokower/Ahoker: - Sapi - Onta - Curut Khilafah - Kecoa - ASU - Kampret - Pentol Korek - Bumi datar - Otak Micin Dibalas: Cebong... dan turunannya Bong200, Ebong, Kolam Butek Mewek... Ngadu ama emak! Cemen &amp; cengeng loe ah bong";1;1;0;1;0;0;0;0;1;0;1;0;repost user dari jokower ahoker sapi unta curut khilafah kecoak anjing kampret pentol korek bumi datar otak micin dibalas kecebong dan turunannya kecebong iq dua ratus kecebong kolam butek mewek mengadu sama emak takut cengeng kamu  kecebong;1;1;0;0;0;0;0;0;1;0;0;0
122;"Sounds so familiar ""it's not against Islam, it's against HTI and FPI"" and then...

they started complain about adzan, spread propaganda moslem are radicalist and extremist, take down all ""tauhid"" flags and banners, blocked our ulama (teachers)

Same old stories...  https://twitter.com/SyedIbrahim1137/status/1041166820265394176ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;sounds so familiar it not against islam it against hizbut tahrir indonesia and front pembela islam and then they started complain about azan spread propaganda moslem are radicalist and extremist take down all tauhid flags and banners blokir our ulama teachers sama old stories ;0;0;0;0;0;0;0;0;0;0;0;0
123;USER Gak ada gunanya berdebat...klo tujuannya semata mata hanya ingin mempengaruhi citra menjadi baik atau buruk..baik dan buruk itu bukan pakai bacot..hanya setanlah yg mengucapkan kebencian agar orang terpengaruh...muak lihat tingkah polah mereka..';0;1;0;0;0;0;0;0;0;0;0;0;user tidak ada gunanya berdebat kalau tujuannya semata mata cuma ingin mempengaruhi citra menjadi baik atau buruk baik dan buruk itu bukan pakai bacot cuma setanlah  mengucapkan kebencian agar orang terpengaruh muak lihat tingkah polah mereka ;0;0;0;0;0;0;0;0;0;0;0;0
124;You may call me a racist, but I'd love to say... Yahudi bangsat!!;1;1;0;1;1;0;0;0;0;0;1;0;you mau call me a racist but i di love to say yahudi bangsat ;1;1;0;0;0;0;0;0;0;0;0;0
127;RT USER tapi kenyataanya jutaan rakyat kecil asli pribumi yg miskin justru semakin dimiskinkan oleh ahok cina kafir....;1;1;1;0;1;1;0;0;0;1;0;0;rt user tapi kenyataanya jutaan rakyat kecil asli pribumi  miskin justru semakin dimiskinkan oleh ahok cina kafir ;1;1;1;0;0;0;0;0;0;1;0;0
128;Agree, and most of Kadal Gurun stand for the opposite, Just trying to escalate the context with what had happened these days in Indonesia with radicalist, over religious, fanatics and bigot. Still can relate right?;1;0;0;1;0;0;0;0;1;0;1;0;agree and paling of kadal gurun stand for the opposite just trying to escalate the context dengan apa had happened these day in indonesia dengan radicalist over religious fanatics and bigot still can relate right ;0;0;0;0;0;0;0;0;0;0;0;0
130;USER Jika ada tokoh agama, Lalu berpolitik praktis untuk jabatan2 publik?, Dengan menggunakan identitas keagamaan?. ?. Itu di lingkungan agama Budha, Ibaratkan ada yang mengaku biksu, Tetapi makan daging iya, Minum miras pun iya, Bahkan berkeluarga;1;0;0;1;1;0;0;0;0;0;1;0;user jika ada tokoh agama lalu berpolitik praktis untuk jabatan jabatan publik dengan menggunakan identitas keagamaan itu di lingkungan agama buddha ibaratkan ada  mengaku biksu tetapi makan daging iya minum minuman keras  iya bahkan berkeluarga;0;0;0;0;1;0;0;0;0;0;0;0
131;USER Saya dukung 200 % pernyataan Najwa soal KPK. Lebih baik DPR kita bubarkan;1;0;0;1;0;0;0;0;1;0;0;1;user saya dukung pernyataan najwa soal komisi pemberantasan korupsi lebih baik dewan perwakilan rakyat kita bubarkan;1;0;0;1;0;0;0;0;1;0;0;0
133;USER USER yang bikin Reklamasi kunjungan anda,yg dapat duit dari para cukong junjungan anda..USER nyetop eh dibilang lanjut..sipit songong!!';1;1;1;0;0;1;0;0;0;1;0;0;user user  buat reklamasi kunjungan kamu  dapat duit dari para cukong junjungan kamu user menyetop  dibilang lanjut sipit songong ;1;0;0;0;0;0;0;0;0;0;0;0
135;"Uncivilized coward citizen doing coward thing and their Minister showing the same coward response. #cowards #ShameOnYouSyedSaddiq
#shameonyoumalaysia  https://twitter.com/CNNIndonesia/status/1197735033840103424ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;uncivilized coward citizen doing coward thing and their minister showing the sama coward response cowards shame on you syed saddiq shame on you malaysia ;0;0;0;0;0;0;0;0;0;0;0;0
140;"dulu guru ngaji sering bilang ""Kalian jangan main sepak bola karena sepak bola itu olah raganya pki"" sdh dikatain antek komunis sejak kecil";1;0;1;0;0;1;0;0;0;1;0;0;dulu guru mengaji sering bilang kalian jangan main sepak bola karena sepak bola itu olah raganya partai komunis indonesia sudah diejek antek komunis sejak kecil;1;0;0;0;0;0;0;0;0;0;0;0
141;USER Benerin sinyal dulu cuk !! Udah 2 minggu sinyalmu kaya bangke. BUSUK';1;1;0;1;0;0;0;0;1;0;1;0;user benarkan sinyal dulu cuk sudah minggu sinyalmu kaya bangkai busuk ;1;1;0;1;0;0;0;0;0;0;1;0
142;USER Rezim sekrng ini brupaya mncuci otak generasi kita agar mlpakn sejarah..seakan2 bpknyalah yg hebat mlh mi d samakan dgn tuhan...\nRezim kacang lupa kulitnya, \nMlh mnjdi pemuja aseng dan anjing2 komunis itu..';0;0;0;0;0;0;0;0;0;0;0;0;user rezim sekarang ini berupaya mencuci otak generasi kita agar melupakan sejarah seakan akan bapaknyalah  hebat malah mi di samakan dengan tuhan rezim kacang lupa kulitnya malah menjadi pemuja asing dan anjing anjing komunis itu ;1;0;0;0;0;0;0;0;0;0;0;0
143;USER bani koplak mana nich kok gak dukung siwanbango bego';1;1;0;1;0;0;0;0;1;0;1;0;user bani kocak mana nih  tidak dukung siwanbango bego ;1;1;0;0;0;0;0;0;1;0;0;0
146;Radicalism is like a deadly virus, stop it before it kills you. Well done  USER for banning HTI & FPI, make your country wonderful again!;1;0;0;1;1;0;0;0;0;0;1;0;radicalism is like a deadly virus stop it sebelum it kills you well done user for banning hizbut tahrir indonesia front pembela islam make your country wonderful again ;0;0;0;1;1;0;0;0;0;0;0;0
149;Pas lg makan dpt omelan itu rasanya seperti makan tai kucing dipagi hari.\nGak pake ngunyah, asal telen aja biar cpt abis ini sarapan';0;1;0;0;0;0;0;0;0;0;0;0;pas lagi makan dapat omelan itu rasanya seperti makan tai kucing di pagi hari tidak pakai mengunyah asal telan saja biar cepat habis ini sarapan ;0;0;0;0;0;0;0;0;0;0;0;0
150;Budaya turun padang kekal relevan Ã¢?? Institut SosialÃ Malaysia;0;0;0;0;0;0;0;0;0;0;0;0;budaya turun padang kekal relevan institut sosial malaysia;1;0;0;0;0;0;0;0;0;0;0;0
151;KPK banyak semrawut juga goblok...bubarkan saja c USER toh banyak kasus mengambang begitu saja..hahh haram URL;1;1;0;1;0;0;0;0;1;0;0;1;komisi pemberantasan korupsi banyak semrawut juga goblok bubarkan saja c user  banyak kasus mengambang begitu saja  haram url;1;0;0;1;0;0;0;0;1;0;0;1
152;Kalo badan ue bisa ngomong:\n\xe2\x80\x9cHoi lu ngga denger tulang gue bunyi semua? Mata gue lelah liatin layar mele! Tangan capek ngetik mele? Heh budek apa lu?!\xe2\x80\x9d\n\n\xe2\x80\x9cGue denger bego!! Maafin ue\xe2\x80\x9d \xf0\x9f\x98\xad\xf0\x9f;1;1;1;0;0;0;1;0;0;1;0;0;kalau badan aku bisa bicara  kamu tidak dengar tulang aku bunyi semua mata aku lelah lihat layar melulu tangan lelah mengetik melulu he budek apa kamu aku dengar bego maafkan aku ;0;1;0;0;0;0;0;0;0;0;0;0
158;PopulerB1 8: Prabowo Diminta Tak Jadikan Isu Rohingya untuk Tekan Pemerintah URL URL;1;0;1;0;0;0;0;0;1;1;0;0;populer prabowo diminta tidak jadikan isu rohingya untuk tekan pemerintah url url;1;0;1;0;0;0;0;0;1;0;0;0
162;That's why we dont argue with FPI and another narrow minded religious people such as HTI. #QOTD Good night lads :) pic.twitter.com/ShQKVC0jta;1;0;0;1;1;0;0;0;0;0;1;0;that kenapa we do not argue dengan front pembela islam and another narrow minded religious people such as hizbut tahrir indonesia qotd good night lady ;0;0;0;0;1;0;0;0;0;0;0;0
163;RT USER Nanti ada rezim Indonesia islam rezim amerika Kristen ujung-ujungnya islam vs budha vs Kristen vs hindu senang kah anda?;1;0;1;0;1;0;0;0;0;1;0;0;rt user nanti ada rezim indonesia islam rezim amerika kristen ujung ujungnya islam lawan buddha lawan kristen lawan hindu senang  kamu ;0;0;0;0;0;0;0;0;0;0;0;0
166;orang-orang ini ajaib..yg makan duit siapa,yg nipu siapa, mau demo ke pemerintah..ujung-ujungnya dipolitisasi turunkan jokowi..haha. gila!!;1;0;1;0;0;0;0;0;1;1;0;0;orang orang ini ajaib  makan duit siapa  menipu siapa mau demo ke pemerintah ujung ujungnya dipolitisasi turunkan jokowi  gila ;1;0;1;0;0;0;0;0;1;0;0;0
167;Potret Rezim Jokowi anti pd umat islam bkn sj di indonesia yg dipimpin tpi bahkan dinegara lain sptr Myanmar skrg;1;0;1;0;0;0;0;0;1;1;0;0;potret rezim jokowi anti pada umat islam bukan saja di indonesia  dipimpin tetapi bahkan dinegara lain seputar myanmar sekarang;1;0;0;0;0;0;0;0;0;0;0;0
171;"Aku nggak bisa ngebayangin gimana perasaan mbaknya yg udah baik-baik memberitau kalo beliau itu ""disabilitas"" kok malah dibales. ""Mati aja lu"". Bajingan\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'";1;1;1;0;0;0;0;0;1;1;0;0;aku tidak bisa membayangkan bagaimana perasaan mbaknya  sudah baik baik memberi tahu kalau dia itu disabilitas  malah dibalas mati saja kamu bajingan ;0;1;0;0;0;0;0;0;0;0;0;0
173;USER Ngga ada kucing yang kesurupan karena kucing adalah setan';0;1;0;0;0;0;0;0;0;0;0;0;user tidak ada kucing  kesurupan karena kucing adalah setan ;0;0;0;0;0;0;0;0;0;0;0;0
175;USER INI BUKTI NYATA BUKAN EDITAN.MEREKA TEAM HOAX PEMENANGAN ANIES SANDI. URL;1;0;0;1;0;0;0;0;1;0;1;0;user ini bukti nyata bukan editan mereka tim hoaks pemenangan anies sandi url;1;0;1;1;0;0;0;0;1;1;0;0
176;Orang-orang kayak gini pantes dilaknat tangisan rakyat dari masa prakemerdekaan sampe kiamat nanti dan digentayangin arwah pejuang yang kegelisahannya masih lebih militan daripada mereka yang kerjaannya cuma ngawang, kosong, bolot.';1;1;0;1;0;0;1;0;0;0;1;0;orang orang kayak begini pantas dilaknat tangisan rakyat dari masa pra kemerdekaan sampai kiamat nanti dan digentayangi arwah pejuang  kegelisahannya masih lebih militan daripada mereka  kerjaannya hanya ngawang kosong bolot ;0;0;0;0;0;0;0;0;0;0;0;0
177;USER Jangan biarkan Pemprov DKI bekerja sendiri, mari kita dukung dan ikut membantu Pemprov dalam melawan cukong, aseng, asing dan para koruptor.\n\nBersatu kita teguh, Pemprov DKI bersama warga DKI Jakarta melawan cukong, aseng, asing, dan para k;1;0;0;1;0;0;0;0;1;0;1;0;user jangan biarkan pemerintah provinsi daerah khusus ibukota bekerja sendiri mari kita dukung dan ikut membantu pemerintah provinsi dalam melawan cukong asing asing dan para koruptor bersatu kita teguh pemerintah provinsi daerah khusus ibukota bersama warga daerah khusus ibukota jakarta melawan cukong asing asing dan para k;0;0;0;0;0;0;0;0;0;0;0;0
181;Para Pendukung Capres gagal Move On salalu sibuk Urus Aseng bawa kabur uang Rp 35 T. Tapi ngak sadar kenapa Aseng bisa kabur bawa uang sebanyak itu tanpa didukung Pribumi ASU. Mustahil Aseng bisa. Pribumi hanya diam kalau disogok. Mental kacung emang. URL;1;1;0;1;0;1;0;0;0;0;1;0;para pendukung calon presiden gagal pindah on selalu sibuk urus asing bawa kabur duit rupiah t tapi tidak sadar kenapa asing bisa kabur bawa duit sebanyak itu tanpa didukung pribumi anjing mustahil asing bisa pribumi cuma diam kalau disogok mental kacung memang url;1;0;0;0;0;0;0;0;0;0;0;0
182;USER USER USER Kabur karna tdk sependapat dgn Presiden Sukarno karna di Kabinet Presiden Sukarno banyak PKI';0;0;0;0;0;0;0;0;0;0;0;0;user user user kabur karena tidak sependapat dengan presiden soekarno karena di kabinet presiden soekarno banyak partai komunis indonesia ;1;0;0;0;0;0;0;0;0;0;0;0
184;"USER HUHUHUHU TIBA2 SM KIM BUM PLOT TWIST BANGETTT. SUMPAH AKU TUH UDH RELAIN DIA SM MONYET BENERAN BIAR MONYET MOVE ON EH TAUNYA AMA DIA:')) Jan jangan monyet gaberani deketin dia karna tau udh ada yg punya:(""";1;1;1;0;0;0;0;0;1;1;0;0;user  tiba tiba sama kim bum plot twist banget sumpah aku itu sudah relakan dia sama monyet benaran biar monyet pindah on  taunya sama dia jangan jangan monyet tidak berani dekati dia karena tau sudah ada  punya ;0;0;0;0;0;0;0;0;0;0;0;0
185;completely the opposite for me. So many people that I know from my HS now turned out supporting conservative organization/movement like FPI, HTI and 212 lol. Thank fuck I was able to get out from there before it became more toxic for me;1;1;0;1;1;0;0;0;0;0;1;0;completely the opposite for me so many people that i know from my  now turned out supporting conservative organization movement like front pembela islam hizbut tahrir indonesia and  terima kasih fuck i was able to get out from there sebelum it became more toxic for me;0;0;0;1;1;0;0;0;0;0;0;0
194;Turunkan tirani !! Jangan mau kalah dengan tirani. Ahok sudah tumbang. Tinggal satu lagi tugas kita.;1;0;1;0;0;0;0;0;1;0;0;1;turunkan tirani jangan mau kalah dengan tirani ahok sudah tumbang tinggal satu lagi tugas kita ;1;0;1;0;0;0;0;0;1;0;0;0
196;USER USER USER USER Hahahaha blunder lu cebong... Yg gak ngasih tuh pem. pusat dengan Alasan HAM... kalau rakyat aceh ya mau kali pun.. Cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh... Klau DPR a;1;1;1;0;0;0;0;0;1;1;0;0;user user user user  blunder kamu kecebong  tidak memberi itu protein energy malnutrition pusat dengan alasan hak asasi manusia kalau rakyat aceh  mau kali  coba kamu datangi pemerintah bilang suruh buat hukum islam kaffah di aceh kalau dewan perwakilan rakyat a;1;1;0;0;0;0;0;0;1;0;0;0
201;Gubraaaaak!!!! Malu liatnya... Untung semalem debat ga kaya MATA NAJWA.. Coba kalo formatnya sama pasti Ringsek dah pasangan ASU...;1;1;0;1;0;0;0;0;1;0;1;0;gubrak malu lihatnya untung semalam debat tidak kaya mata najwa coba kalau formatnya sama pasti ringsek sudah pasangan anjing ;0;1;0;0;0;0;0;0;0;0;0;0
205;yk what rlly makes my blood boil?! the news abt all those whackass dai'es, PUs, ustazs or just men in general wait scratch that not only men just all those munafik ass people who just wanna kongkek or get clout and then use religion as the excuse they do so like WTF U NEED HELP;1;1;0;1;1;0;0;0;0;0;1;0;yk apa really makes my blood boil the news about all those whackass dai es pus ustazs orang just men in general tunggu scratch that not only men just all those munafik ass people who just ingin kongkek orang get clout and then use religion as the excuse they do so like what the fuck kamu need help;0;1;0;0;0;0;0;0;0;0;0;0
209;"USER USER Waketum USER , CUCI CONGOR USER dahulu..., agar yang keluar dari congornya GAK ASAL, jadi kalian gak perlu repot ""cuci tangan"".\nKetua kalian USER yang ""LEMPAR BATU"", kalian mau ""SEMBUNYI TANGAN""?'";1;1;0;1;0;0;0;0;1;0;1;0;user user wakil ketua umum user cuci congor user dahulu agar  keluar dari congornya tidak asal jadi kalian tidak perlu repot cuci tangan ketua kalian user  lempar batu kalian mau sembunyi tangan ;1;1;0;0;0;0;0;0;0;0;0;0
212;"These people who yells ""Dump Fascist Trump, Refugees Are Welcome, No Ban No Wall"" probably pro FPI & screams ""Ahok Cina Kafir Hina Terkutuk""";0;1;0;0;0;0;0;0;0;0;0;0;these people who yells dump fascist trump refugees are welcome no ban no wall probably pro front pembela islam screams ahok cina kafir hina terkutuk;1;1;0;0;0;0;0;0;0;0;0;0
